[2025-04-06_00:54:49] Total Functions: 843, Hited Functions: 29 [ 3.440095% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:39:35] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:40:36] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:41:37] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:42:38] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:43:39] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:44:40] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:45:41] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:46:42] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:47:43] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:48:44] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:49:45] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:50:46] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:51:48] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:52:49] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:53:50] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:54:51] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:55:52] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:56:53] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:57:54] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:58:55] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:59:56] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:00:57] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:01:58] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:02:59] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:04:00] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:05:01] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:06:02] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:07:03] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:08:04] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:09:05] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:10:06] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:11:07] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:12:08] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:13:09] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:14:10] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:15:11] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:16:12] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:17:13] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:18:14] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:19:15] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:20:16] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:21:17] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:22:18] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:23:19] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:24:20] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:25:21] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:26:22] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:27:23] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:28:24] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:29:25] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:30:26] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:31:27] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:32:28] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:33:29] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:34:30] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:35:31] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:36:32] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:37:33] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:38:34] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:39:35] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:40:36] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:41:37] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:42:38] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:43:39] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:44:40] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:45:41] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:46:42] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:47:43] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:48:44] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:49:45] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:50:46] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:51:47] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:52:48] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:53:49] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:54:50] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:55:51] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:56:52] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:57:53] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:58:54] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_05:59:55] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:00:56] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:01:57] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:02:58] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:03:59] Total Functions: 852, Hited Functions: 268 [ 31.455399% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:05:00] Total Functions: 852, Hited Functions: 269 [ 31.572770% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:06:01] Total Functions: 852, Hited Functions: 269 [ 31.572770% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:07:02] Total Functions: 852, Hited Functions: 269 [ 31.572770% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:08:03] Total Functions: 852, Hited Functions: 269 [ 31.572770% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:09:04] Total Functions: 852, Hited Functions: 269 [ 31.572770% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:10:05] Total Functions: 852, Hited Functions: 269 [ 31.572770% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:11:06] Total Functions: 852, Hited Functions: 269 [ 31.572770% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:12:07] Total Functions: 852, Hited Functions: 269 [ 31.572770% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:13:08] Total Functions: 852, Hited Functions: 269 [ 31.572770% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:14:09] Total Functions: 852, Hited Functions: 269 [ 31.572770% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:15:10] Total Functions: 852, Hited Functions: 269 [ 31.572770% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:16:11] Total Functions: 852, Hited Functions: 269 [ 31.572770% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:17:12] Total Functions: 852, Hited Functions: 269 [ 31.572770% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:18:13] Total Functions: 852, Hited Functions: 269 [ 31.572770% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:19:14] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:20:15] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:21:16] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:22:17] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:23:19] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:24:20] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:25:21] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:26:22] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:27:23] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:28:24] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:29:25] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:30:26] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:31:27] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:32:28] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:33:29] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:34:30] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:35:31] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:36:32] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:37:33] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:38:34] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:39:35] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:40:36] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:41:37] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:42:38] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:43:39] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:44:40] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:45:41] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:46:42] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:47:43] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:48:44] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:49:45] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:50:46] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:51:47] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:52:48] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:53:49] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:54:50] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:55:51] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:56:52] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:57:53] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:58:54] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_06:59:55] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:00:56] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:01:57] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:02:58] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:03:59] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:05:00] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:06:01] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:07:02] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:08:03] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:09:04] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:10:05] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:11:06] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:12:07] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:13:08] Total Functions: 853, Hited Functions: 270 [ 31.652989% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:14:09] Total Functions: 853, Hited Functions: 271 [ 31.770223% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:15:10] Total Functions: 853, Hited Functions: 271 [ 31.770223% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:16:11] Total Functions: 853, Hited Functions: 271 [ 31.770223% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:17:12] Total Functions: 853, Hited Functions: 271 [ 31.770223% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:18:13] Total Functions: 853, Hited Functions: 271 [ 31.770223% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:19:14] Total Functions: 853, Hited Functions: 271 [ 31.770223% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:20:15] Total Functions: 853, Hited Functions: 271 [ 31.770223% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:21:16] Total Functions: 853, Hited Functions: 271 [ 31.770223% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:22:17] Total Functions: 853, Hited Functions: 271 [ 31.770223% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:23:18] Total Functions: 853, Hited Functions: 273 [ 32.004689% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:24:19] Total Functions: 853, Hited Functions: 273 [ 32.004689% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:25:20] Total Functions: 853, Hited Functions: 273 [ 32.004689% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:26:21] Total Functions: 853, Hited Functions: 273 [ 32.004689% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:27:22] Total Functions: 853, Hited Functions: 274 [ 32.121923% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:28:23] Total Functions: 853, Hited Functions: 280 [ 32.825322% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:29:24] Total Functions: 853, Hited Functions: 282 [ 33.059789% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:30:25] Total Functions: 853, Hited Functions: 282 [ 33.059789% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:31:26] Total Functions: 853, Hited Functions: 282 [ 33.059789% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:32:27] Total Functions: 853, Hited Functions: 282 [ 33.059789% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:33:28] Total Functions: 853, Hited Functions: 282 [ 33.059789% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:34:29] Total Functions: 853, Hited Functions: 282 [ 33.059789% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:35:30] Total Functions: 853, Hited Functions: 282 [ 33.059789% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:36:31] Total Functions: 853, Hited Functions: 282 [ 33.059789% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:37:32] Total Functions: 853, Hited Functions: 282 [ 33.059789% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:38:33] Total Functions: 853, Hited Functions: 282 [ 33.059789% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:39:34] Total Functions: 853, Hited Functions: 282 [ 33.059789% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:40:35] Total Functions: 853, Hited Functions: 282 [ 33.059789% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:41:36] Total Functions: 853, Hited Functions: 282 [ 33.059789% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:42:37] Total Functions: 853, Hited Functions: 282 [ 33.059789% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:43:38] Total Functions: 853, Hited Functions: 282 [ 33.059789% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:44:39] Total Functions: 853, Hited Functions: 282 [ 33.059789% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:45:40] Total Functions: 853, Hited Functions: 282 [ 33.059789% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:46:41] Total Functions: 853, Hited Functions: 284 [ 33.294256% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:47:42] Total Functions: 853, Hited Functions: 286 [ 33.528722% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:48:43] Total Functions: 853, Hited Functions: 288 [ 33.763189% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:49:44] Total Functions: 853, Hited Functions: 289 [ 33.880422% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:50:45] Total Functions: 853, Hited Functions: 289 [ 33.880422% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:51:46] Total Functions: 853, Hited Functions: 289 [ 33.880422% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:52:47] Total Functions: 853, Hited Functions: 290 [ 33.997655% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:53:48] Total Functions: 853, Hited Functions: 290 [ 33.997655% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:54:49] Total Functions: 853, Hited Functions: 290 [ 33.997655% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:55:50] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:56:51] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:57:52] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:58:53] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_07:59:54] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:00:55] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:01:56] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:02:57] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:03:58] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:04:59] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:06:00] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:07:01] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:08:02] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:09:03] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:10:04] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:11:05] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:12:06] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:13:07] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:14:08] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:15:09] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:16:10] Total Functions: 853, Hited Functions: 291 [ 34.114889% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:17:11] Total Functions: 853, Hited Functions: 292 [ 34.232122% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:18:12] Total Functions: 853, Hited Functions: 292 [ 34.232122% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:19:13] Total Functions: 853, Hited Functions: 292 [ 34.232122% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:20:14] Total Functions: 853, Hited Functions: 292 [ 34.232122% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:21:15] Total Functions: 853, Hited Functions: 292 [ 34.232122% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:22:16] Total Functions: 853, Hited Functions: 292 [ 34.232122% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_08:23:17] Total Functions: 853, Hited Functions: 292 [ 34.232122% ], Hited Edges: 0, Total Edges: 2852
